/washington/tahuya-adventure-resort/wooded-wonder-tent-camping | 16004 | None | The hosts were terrific! They could not have been more accommodating. Beautiful outdoor... | The hosts were terrific! They could not have been more accommodating. Beautiful outdoor bathroom/heated shower. Loved the out door kitchen. Came with: grill, duel sink, gas fireside tables, microwave, coffee. The property itself is tucked away in the woods. Lakes, hikes, stores, restaurants are nearby. 10/10 will be back! | /u/brittneyhickman | 2017-09-08T11:07:11.965-07:00 | Brittney | Wooded Wonder Tent Camping | The hosts were terrific! They could not have been more accommodating. Beautiful outdoor bathroom/heated shower. Loved the out door kitchen. Came with: grill, duel sink, gas fireside tables, microwave, coffee. The property itself is tucked away in the woods. Lakes, hikes, stores, restaurants are nearby. 10/10 will be back! | https://graph.facebook.com/10159235550295716/picture?width=150&height=150 | The hosts were terrific! They could not have been more accommodating. Beautiful outdoor bathroom/heated shower. Loved the out door kitchen. Came with: grill, duel sink, gas fireside tables, microwave, coffee. The property itself is tucked away in the woods. Lakes, hikes, stores, restaurants are nearby. 10/10 will be back! | Wooded Wonder Tent Camping, Tahuya Adventure Resort | 0 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A 0b6219e2-4d5e-418c-9eb5-d60182173270&subject=Inappropriate tip | 0b6219e2-4d5e-418c-9eb5-d60182173270 | 2d408f1a-a165-4aef-8787-1c4da2ae55f6 | September 8th, 2017 | tip | Brittney Hickman | 0b6219e2-4d5e-418c-9eb5-d60182173270
/california/angel-island/angel-island-campground | 1 | None | After living in SF for over 4 years, I finally made it to Angel Island... on a Wednesday! Booking a... | After living in SF for over 4 years, I finally made it to Angel Island... on a Wednesday! Booking a site on the weekend can be close to impossible. I honestly don't know if I'll ever get a weekend spot, but I'm determined to keep my eye on sites as they open, up to 6 months in advance. Since I was the only person camping on Wednesday, I explored every corner and nook of Angel Island. There literally is not a spot on the island that doesn't have an awesome view. Ridge sites 4,5 are killer, ridge site 6 is tucked away just a bit, but is only steps from that sweet view of the Bay Area. I'd love to come back and stay at any of the East Bay spots (scoped out a great spot for a hammock at EB site 3) and experience the sunrise from the other side of the island. Upon hiking to the top of Mt. Livermore, I was surprised to find multiple picnicking platforms. These aren't marked on the trail map. If you hike to the top, bring a game or some grub and plan on chilling up there, the views are AMAZE. I can't believe it took me so long to camp here! Though, due to booked weekends 6 months out, it makes sense. If you live in the area, take a lil' baycation, and visit during the week. Plus, when you have the island all to yourself you can do whatever the heck you want. ;) Sooo worth it!  | /u/julie | 2015-02-12T20:03:10.843-08:00 | Julie | Angel Island Campground | After living in SF for over 4 years, I finally made it to Angel Island... on a Wednesday! Booking a site on the weekend can be close to impossible. I honestly don't know if I'll ever get a weekend spot, but I'm determined to keep my eye on sites as they open, up to 6 months in advance. Since I was the only person camping on Wednesday, I explored every corner and nook of Angel Island. There literally is not a spot on the island that doesn't have an awesome view. Ridge sites 4,5 are killer, ridge site 6 is tucked away just a bit, but is only steps from that sweet view of the Bay Area. I'd love to come back and stay at any of the East Bay spots (scoped out a great spot for a hammock at EB site 3) and experience the sunrise from the other side of the island. Upon hiking to the top of Mt. Livermore, I was surprised to find multiple picnicking platforms. These aren't marked on the trail map. If you hike to the top, bring a game or some grub and plan on chilling up there, the views are AMAZE. I can't believe it took me so long to camp here! Though, due to booked weekends 6 months out, it makes sense. If you live in the area, take a lil' baycation, and visit during the week. Plus, when you have the island all to yourself you can do whatever the heck you want. ;) Sooo worth it!  | https://img.hipcamp.com/image/upload/c_fill,f_auto,h_80,w_80/v1481153120/profile/lwl4b72aecbbhfd9ws4y.jpg | After living in SF for over 4 years, I finally made it to Angel Island... on a Wednesday! Booking a site on the weekend can be close to impossible. I honestly don't know if I'll ever get a weekend spot, but I'm determined to keep my eye on sites as they open, up to 6 months in advance. Since I was the only person camping on Wednesday, I explored every corner and nook of Angel Island. There literally is not a spot on the island that doesn't have an awesome view. Ridge sites 4,5 are killer, ridge site 6 is tucked away just a bit, but is only steps from that sweet view of the Bay Area. I'd love to come back and stay at any of the East Bay spots (scoped out a great spot for a hammock at EB site 3) and experience the sunrise from the other side of the island. Upon hiking to the top of Mt. Livermore, I was surprised to find multiple picnicking platforms. These aren't marked on the trail map. If you hike to the top, bring a game or some grub and plan on chilling up there, the views are AMAZE. I can't believe it took me so long to camp here! Though, due to booked weekends 6 months out, it makes sense. If you live in the area, take a lil' baycation, and visit during the week. Plus, when you have the island all to yourself you can do whatever the heck you want. ;) Sooo worth it!  | Angel Island Campground, Angel Island State Park | 9 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A 359080b3-fc8e-44d0-a997-0354f7f9ea64&subject=Inappropriate tip | 359080b3-fc8e-44d0-a997-0354f7f9ea64 | ad79f464-3db8-411c-953a-dba40184c29c | February 12th, 2015 | tip | Julie Murrell | 359080b3-fc8e-44d0-a997-0354f7f9ea64
/california/angel-island/angel-island-campground | 1 | None | All three Ridge sites are enormous, and can easily accommodate 4-5 tents | All three Ridge sites are enormous, and can easily accommodate 4-5 tents | /u/trailmavens | 2015-05-18T17:37:41.053-07:00 | Sasha | Angel Island Campground | All three Ridge sites are enormous, and can easily accommodate 4-5 tents | https://img.hipcamp.com/image/upload/c_fill,f_auto,h_80,w_80/v1431984784/profile/kqpcqjrlj1x51lambbil.jpg | All three Ridge sites are enormous, and can easily accommodate 4-5 tents | Angel Island Campground, Angel Island State Park | 6 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A e97f6401-7fb1-468d-996e-41f7d4dd33f0&subject=Inappropriate tip | e97f6401-7fb1-468d-996e-41f7d4dd33f0 | d51386a9-6cb6-4b7e-a4b0-ee33b72c49ce | May 18th, 2015 | tip | Sasha Cox | e97f6401-7fb1-468d-996e-41f7d4dd33f0
/california/angel-island/angel-island-campground | 1 | None | While Ridge site #4 undeniably has the best wide-sweeping views of the Bay Area, site #5 isn't far... | While Ridge site #4 undeniably has the best wide-sweeping views of the Bay Area, site #5 isn't far behind, and has the added benefit of being partially tucked into some trees for wind protection.  | /u/trailmavens | 2015-05-18T17:36:53.401-07:00 | Sasha | Angel Island Campground | While Ridge site #4 undeniably has the best wide-sweeping views of the Bay Area, site #5 isn't far behind, and has the added benefit of being partially tucked into some trees for wind protection.  | https://img.hipcamp.com/image/upload/c_fill,f_auto,h_80,w_80/v1431984784/profile/kqpcqjrlj1x51lambbil.jpg | While Ridge site #4 undeniably has the best wide-sweeping views of the Bay Area, site #5 isn't far behind, and has the added benefit of being partially tucked into some trees for wind protection.  | Angel Island Campground, Angel Island State Park | 4 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A 69c6030b-256d-4e66-bc5c-f8110d94ff6f&subject=Inappropriate tip | 69c6030b-256d-4e66-bc5c-f8110d94ff6f | d51386a9-6cb6-4b7e-a4b0-ee33b72c49ce | May 18th, 2015 | tip | Sasha Cox | 69c6030b-256d-4e66-bc5c-f8110d94ff6f
/california/angel-island/angel-island-campground | 1 | None | East bay sites are the most private. The rest you'll have random hikers coming up or walking around... | East bay sites are the most private. The rest you'll have random hikers coming up or walking around throughout the day. Site 1 is the most private at the end, Site 2 is the most shaded. Site 3 has great views but not a lot of flat land for tents. | /u/jenfowler | 2015-07-29T11:16:37.738-07:00 | Jen | Angel Island Campground | East bay sites are the most private. The rest you'll have random hikers coming up or walking around throughout the day. Site 1 is the most private at the end, Site 2 is the most shaded. Site 3 has great views but not a lot of flat land for tents. | //djqvcbmmgpti5.cloudfront.net/assets/accounts/default-avatar-17b87caff30868790b2f7cdfe7362d68.png | East bay sites are the most private. The rest you'll have random hikers coming up or walking around throughout the day. Site 1 is the most private at the end, Site 2 is the most shaded. Site 3 has great views but not a lot of flat land for tents. | Angel Island Campground, Angel Island State Park | 2 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A ee4963ae-2f6d-47a3-86f1-9ad699136aa2&subject=Inappropriate tip | ee4963ae-2f6d-47a3-86f1-9ad699136aa2 | 963709b2-1ff2-4e8c-87b8-9af5475e4888 | July 29th, 2015 | tip | Jen Fowler | ee4963ae-2f6d-47a3-86f1-9ad699136aa2
/california/angel-island/angel-island-campground | 1 | None | We reserved a weekend spot many months in advance and camped at Ridge Site #6 for two nights. It was... | We reserved a weekend spot many months in advance and camped at Ridge Site #6 for two nights. It was magical! Things to keep in mind: 1) Don't miss the ferry! There aren't many options so get there in plenty of time. 2) Bring layers! Our site was sheltered from the wind by the grove of trees and the old military bunker, but things cool off when the fog settles in! CAMPFIRES ARE NOT ALLOWED, so plan accordingly. 3) The raccoons are pesky and bold up there, so keep an eye on your food at all times. The views are spectacular and there's something special about being one of the lucky ones left on the island when the last ferry leaves for the night. We'll be back!  | /u/jordancullen | 2016-08-16T15:12:30.630-07:00 | Jordan | Angel Island Campground | We reserved a weekend spot many months in advance and camped at Ridge Site #6 for two nights. It was magical! Things to keep in mind: 1) Don't miss the ferry! There aren't many options so get there in plenty of time. 2) Bring layers! Our site was sheltered from the wind by the grove of trees and the old military bunker, but things cool off when the fog settles in! CAMPFIRES ARE NOT ALLOWED, so plan accordingly. 3) The raccoons are pesky and bold up there, so keep an eye on your food at all times. The views are spectacular and there's something special about being one of the lucky ones left on the island when the last ferry leaves for the night. We'll be back!  | https://img.hipcamp.com/image/upload/c_fill,f_auto,h_80,w_80/v1470253399/profile/tndzc4l52hcn8lxwekqp.jpg | We reserved a weekend spot many months in advance and camped at Ridge Site #6 for two nights. It was magical! Things to keep in mind: 1) Don't miss the ferry! There aren't many options so get there in plenty of time. 2) Bring layers! Our site was sheltered from the wind by the grove of trees and the old military bunker, but things cool off when the fog settles in! CAMPFIRES ARE NOT ALLOWED, so plan accordingly. 3) The raccoons are pesky and bold up there, so keep an eye on your food at all times. The views are spectacular and there's something special about being one of the lucky ones left on the island when the last ferry leaves for the night. We'll be back!  | Angel Island Campground, Angel Island State Park | 1 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A c688ddac-ee95-4674-b7db-4695a272e8b6&subject=Inappropriate tip | c688ddac-ee95-4674-b7db-4695a272e8b6 | a8c067d1-58e4-4c94-95c2-0845997bf548 | August 16th, 2016 | tip | Jordan Cullen | c688ddac-ee95-4674-b7db-4695a272e8b6
/california/angel-island/angel-island-campground | 1 | None | One of my favorite camping experiences of all time. We took the last ferry over to the island, but I... | One of my favorite camping experiences of all time. We took the last ferry over to the island, but I wish we had come earlier in the day to have more time to explore. A very easy mile walk from the boat dock to the site along a paved road. After setting up camp with gorgeous views of both bridges, we hiked to the island's highest point and had wine for sunset. We watched the fog roll inz, which was beautiful even though it took away our clear 360 views. Only negative is that the racoons are very audacious, so be ready with sticks and rocks to keep them away. Campsite 5 and 7 are the best with broad ocean views. Bring warm clothes because it gets cold.  | /u/juliaenthoven | 2017-08-20T06:50:52.236-07:00 | Julia | Angel Island Campground | One of my favorite camping experiences of all time. We took the last ferry over to the island, but I wish we had come earlier in the day to have more time to explore. A very easy mile walk from the boat dock to the site along a paved road. After setting up camp with gorgeous views of both bridges, we hiked to the island's highest point and had wine for sunset. We watched the fog roll inz, which was beautiful even though it took away our clear 360 views. Only negative is that the racoons are very audacious, so be ready with sticks and rocks to keep them away. Campsite 5 and 7 are the best with broad ocean views. Bring warm clothes because it gets cold.  | https://graph.facebook.com/10156621301872907/picture?width=150&height=150 | One of my favorite camping experiences of all time. We took the last ferry over to the island, but I wish we had come earlier in the day to have more time to explore. A very easy mile walk from the boat dock to the site along a paved road. After setting up camp with gorgeous views of both bridges, we hiked to the island's highest point and had wine for sunset. We watched the fog roll inz, which was beautiful even though it took away our clear 360 views. Only negative is that the racoons are very audacious, so be ready with sticks and rocks to keep them away. Campsite 5 and 7 are the best with broad ocean views. Bring warm clothes because it gets cold.  | Angel Island Campground, Angel Island State Park | 1 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A 110838dc-6c44-4b7b-8456-ac92f533d9cf&subject=Inappropriate tip | 110838dc-6c44-4b7b-8456-ac92f533d9cf | 170b17a7-df1d-4987-9110-3f1c52f04939 | August 20th, 2017 | tip | Julia Enthoven | 110838dc-6c44-4b7b-8456-ac92f533d9cf
/california/angel-island/angel-island-campground | 1 | None | Stayed in Sunrise camp friday of memorial day weekend. was the only thing available 4 months out...... | Stayed in Sunrise camp friday of memorial day weekend. was the only thing available 4 months out... and no one else was there- all to ourselves, practically the whole island ! it was windy, bear lockers, vault toilet,TRASHCANS!  | /u/auntiebrooke | 2015-06-24T13:48:56.288-07:00 | Auntie | Angel Island Campground | Stayed in Sunrise camp friday of memorial day weekend. was the only thing available 4 months out... and no one else was there- all to ourselves, practically the whole island ! it was windy, bear lockers, vault toilet,TRASHCANS!  | https://graph.facebook.com/1351822286/picture?width=150&height=150 | Stayed in Sunrise camp friday of memorial day weekend. was the only thing available 4 months out... and no one else was there- all to ourselves, practically the whole island ! it was windy, bear lockers, vault toilet,TRASHCANS!  | Angel Island Campground, Angel Island State Park | 0 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A c6a645eb-32a5-4f36-9a6c-9b87a1ce5d0a&subject=Inappropriate tip | c6a645eb-32a5-4f36-9a6c-9b87a1ce5d0a | 179cdcc4-bed3-4098-b45c-9cacad142324 | June 24th, 2015 | tip | Auntie Brooke | c6a645eb-32a5-4f36-9a6c-9b87a1ce5d0a
/california/angel-island/angel-island-campground | 1 | None | It is about a mile walk from the ferry dock to the campsite. | It is about a mile walk from the ferry dock to the campsite. | /u/hedykoczwara | 2017-07-12T13:03:26.459-07:00 | Hedy | Angel Island Campground | It is about a mile walk from the ferry dock to the campsite. | //djqvcbmmgpti5.cloudfront.net/assets/accounts/default-avatar-17b87caff30868790b2f7cdfe7362d68.png | It is about a mile walk from the ferry dock to the campsite. | Angel Island Campground, Angel Island State Park | 0 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A ab8504d5-ae38-4691-ad26-7d5098adbdc8&subject=Inappropriate tip | ab8504d5-ae38-4691-ad26-7d5098adbdc8 | c2610425-b6b6-46d0-9536-34ee97654090 | July 12th, 2017 | tip | Hedy Koczwara | ab8504d5-ae38-4691-ad26-7d5098adbdc8
/california/angel-island/angel-island-campground | 1 | None | This was my first experience camping on angel island and I can assure you it is one like no other. We... | This was my first experience camping on angel island and I can assure you it is one like no other. We stayed in EB Campsite 3, while the grill was slightly tilted causing for some grilling problems, the rest of the experience was incredible. Each day waking up to a stunning view of the city and the east bay was like magic. The second day we spent the whole time walking around the entire island and visited Perles beach which was also amazing though tricky to find the entrance to. Every step you take on this magical island is surrounded by jaw-dropping views of the city and the Bay Area. Each night we trekked up to the top of mt.Livermore where we saw beautiful sunsets and again stunning views. 100/10 recommend, best camping experience  | /u/matthewrooney | 2017-09-23T00:29:18.241-07:00 | Matthew | Angel Island Campground | This was my first experience camping on angel island and I can assure you it is one like no other. We stayed in EB Campsite 3, while the grill was slightly tilted causing for some grilling problems, the rest of the experience was incredible. Each day waking up to a stunning view of the city and the east bay was like magic. The second day we spent the whole time walking around the entire island and visited Perles beach which was also amazing though tricky to find the entrance to. Every step you take on this magical island is surrounded by jaw-dropping views of the city and the Bay Area. Each night we trekked up to the top of mt.Livermore where we saw beautiful sunsets and again stunning views. 100/10 recommend, best camping experience  | https://graph.facebook.com/1166296970169570/picture?width=150&height=150 | This was my first experience camping on angel island and I can assure you it is one like no other. We stayed in EB Campsite 3, while the grill was slightly tilted causing for some grilling problems, the rest of the experience was incredible. Each day waking up to a stunning view of the city and the east bay was like magic. The second day we spent the whole time walking around the entire island and visited Perles beach which was also amazing though tricky to find the entrance to. Every step you take on this magical island is surrounded by jaw-dropping views of the city and the Bay Area. Each night we trekked up to the top of mt.Livermore where we saw beautiful sunsets and again stunning views. 100/10 recommend, best camping experience  | Angel Island Campground, Angel Island State Park | 0 | mailto:support@hipcamp.com?body=%0A%0ATip id%3A a1b1ed52-c0b8-4d20-9894-34bc186565c4&subject=Inappropriate tip | a1b1ed52-c0b8-4d20-9894-34bc186565c4 | 1f4baf2d-3794-4a14-a19e-db0cd098e5f5 | September 23rd, 2017 | tip | Matthew Rooney | a1b1ed52-c0b8-4d20-9894-34bc186565c4
